model,test,loss,accuracy,f1,matthews_correlation,precision,recall,runtime,samples_per_second,steps_per_second,epoch
dnabert9_1,EMP_H3,0.3182061016559601,0.8810955243820975,0.8809228871728871,0.7633732776888426,0.8825439033749207,0.8808312954070795,1.5196,985.141,15.794,3.0
dnabert9_1,EMP_H4,0.2796781361103058,0.893223819301848,0.8918443351100178,0.7836920944030581,0.89172334094894,0.8919687918915121,1.6257,898.677,14.148,3.0
dnabert9_1,prom_prom_core_tata,0.3363461196422577,0.866231647634584,0.8660087859595249,0.7361887245661264,0.8695726825918056,0.8666219553738717,0.5849,1047.972,17.096,10.0
dnabert9_1,EMP_H3K79me3,0.4456011652946472,0.8120665742024965,0.8114113001106587,0.6228233854807173,0.8114372422740119,0.8113861453027253,3.0116,957.626,15.274,3.0
dnabert9_1,EMP_H3K14ac,0.5078747272491455,0.7582450832072617,0.755243478376123,0.5125568246175842,0.7541802448679003,0.7583938993750243,3.4487,958.343,15.078,3.0
dnabert9_1,prom_prom_core_all,0.39799728989601135,0.8403716216216216,0.8403134405337545,0.6810785025461807,0.8407524648380249,0.8403261711188541,5.6682,1044.417,16.407,4.0
dnabert9_1,prom_prom_core_notata,0.36623042821884155,0.8402110420199737,0.8401279335754871,0.6809787339731673,0.8408116456513219,0.8401673930753333,4.8357,1097.463,17.164,4.0
dnabert9_1,tf_4,0.3214203417301178,0.878,0.8778588047783238,0.757753957072438,0.8797559917056469,0.878,0.3606,2773.18,11.093,3.0
dnabert9_1,prom_prom_300_notata,0.1018371731042862,0.9685321273789335,0.9685230746576885,0.9371210925210153,0.9686594110224405,0.9684617023543198,4.8578,1092.472,17.086,4.0
dnabert9_1,tf_2,0.4379589855670929,0.815,0.8149465195441481,0.6303644560138213,0.8153645614330165,0.815,0.36,2777.447,11.11,3.0
dnabert9_1,mouse_2,0.3092658221721649,0.9329268292682927,0.9329268292682927,0.8658536585365854,0.9329268292682927,0.9329268292682927,0.1279,2564.372,15.636,47.61904761904762
dnabert9_1,EMP_H3K4me3,0.6174936890602112,0.6744565217391304,0.6742062294431657,0.358698274422478,0.6802230656623205,0.6784794465692014,3.7861,971.986,15.319,3.0
